Gene name	Macaque gene name	Macaque homology type
		
MRPL45P2		
UTS2B	UTS2B	ortholog_one2one
COX10-AS1		
		
SLC25A26	SLC25A26	ortholog_one2one
		
LINC02693		
TBX2-AS1		
FLJ40194		
		
WDR26	WDR26	ortholog_one2one
WFDC21P		
RPSA		ortholog_many2many
RPSA	RPSA	ortholog_many2many
LINC01978		
		
NFE2L1-DT		
		
PITPNA-AS1		
		
PLEKHM1P1		
SNORA6	SNORA62	ortholog_one2one
SNORA62	SNORA62	ortholog_one2one
		
		
		
NFU1P1		
MOBP	MOBP	ortholog_one2one
SP2-DT		
		
MIR22HG		
POMC	POMC	ortholog_one2one
		
TXLNA	TXLNA	ortholog_one2one
MED12L	MED12L	ortholog_one2one
ZNF594-DT		
LINC01381		
COL4A4	COL4A4	ortholog_one2one
		
CCDC144NL-AS1		
		
IQCC	IQCC	ortholog_one2one
TMEM234	TMEM234	ortholog_one2one
		
		
SP2-AS1		
NEU4	NEU4	ortholog_one2one
KANSL1-AS1		
LINC00324		
		
NPEPPSP1		
		
SNHG25		
FAM167B	FAM167B	ortholog_one2one
KRT10-AS1		
SETD2	SETD2	ortholog_one2one
LCK	LCK	ortholog_one2one
		
SNHG16		
DCXR-DT		
KPNB1-DT		
		
		
PDCD1	PDCD1	ortholog_one2one
TRIM16L		
RTP5	RTP5	ortholog_one2one
FAM240C	FAM240C	ortholog_one2one
LINC01238		
		
		
		
LINC01880		
LINC01238		
CICP10		
SEPTIN14P2		
RPL23AP88		
		
		
MIR6811		
COL6A3	COL6A3	ortholog_one2one
		
AKAP1-DT		
APPBP2-DT		
HTR3C	HTR3C	ortholog_one2one
C1QTNF1-AS1		
RPH3AL-AS1		
HTR3C2P		
Y_RNA	Y_RNA	ortholog_one2one
HTR3E-AS1		
MAPT-AS1		
HTR3E	HTR3E	ortholog_one2one
ALOX12-AS1		
Metazoa_SRP	Metazoa_SRP	ortholog_one2many
Metazoa_SRP	Metazoa_SRP	ortholog_one2many
Y_RNA		
HDAC1	HDAC1	ortholog_one2one
SUZ12P1		
ZNF232-AS1		
SNHG30		
AMZ2P1		
MARCKSL1	MARCKSL1	ortholog_one2one
HSP90AA5P		
		
EIF2B5-DT		
		
		
TSSK3	TSSK3	ortholog_one2one
ABCF3	ABCF3	ortholog_one2one
SLC16A4	SLC16A4	ortholog_one2one
		
		
SNHG29		
		
MIR9-1HG		
SETD5	SETD5	ortholog_one2one
DES	DES	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
EIF3I	EIF3I	ortholog_one2one
SCN2A	SCN2A	ortholog_one2one
		
		
		
		
TANC2	TANC2	ortholog_one2one
LAMTOR5	LAMTOR5	ortholog_one2one
RPSAP31		
MIR4448		
CYP2AB1P		
ABCC5	ABCC5	ortholog_one2one
		
YTHDF2	YTHDF2	ortholog_one2one
KCNK12	KCNK12	ortholog_one2one
		
Y_RNA		
		
MSH2-OT1		
Y_RNA	Y_RNA	ortholog_one2one
Metazoa_SRP		
VN1R18P		
TMEM200B	TMEM200B	ortholog_one2one
FBXO11	FBXO11	ortholog_one2one
		
		
MECR	MECR	ortholog_one2one
		
MTARC1		
		
RNU6ATAC35P		
		ortholog_one2one
		
LINC01352		
HLX-AS1		
HLX	HLX	ortholog_one2one
		
		
		
PRELID3BP1		
LINC02779		
		
MARK1	MARK1	ortholog_one2one
ABCC5-AS1		
EEF1A1P8		
HTR3D	HTR3D	ortholog_one2one
RNU4-48P	U4	ortholog_one2one
		
EIF2AK3	EIF2AK3	ortholog_one2one
DVL3	DVL3	ortholog_one2one
AP2M1	AP2M1	ortholog_one2one
RN7SL464P	Metazoa_SRP	ortholog_one2one
HDAC1P2		
C1orf115	C1H1orf115	ortholog_one2one
RN7SKP160		
Y_RNA	Y_RNA	ortholog_one2one
DARS2	DARS2	ortholog_one2one
CERKL	CERKL	ortholog_one2one
GAS5-AS1		
ZBTB37	ZBTB37	ortholog_one2one
RNA5SP67		
RC3H1	RC3H1	ortholog_one2one
TERC		
Telomerase-vert		
ACTRT3	ACTRT3	ortholog_one2one
		
MYNN	MYNN	ortholog_one2one
		
LRRC34	LRRC34	ortholog_one2one
RNA5SP68		
RC3H1-IT1		
RPL30P1		
KRT18P57		
RNU6-151P	U6	ortholog_one2one
INKA2	INKA2	ortholog_one2one
INKA2-AS1		
		
KCND3-IT1		
KCND3-AS1		
LINC01750		
KCND3	KCND3	ortholog_one2one
		
		
LRRC31	LRRC31	ortholog_one2one
NEUROD1	NEUROD1	ortholog_one2one
GMPPA	GMPPA	ortholog_one2one
RAB7B	RAB7B	ortholog_one2one
KRT18P43		
SAMD7	SAMD7	ortholog_one2one
ITPKB-AS1		
RPS27P5		
		
		
		
		
F11R	F11R	ortholog_one2one
		
		
		
SEC62	SEC62	ortholog_one2one
		
SEC62-AS1		
GPR160	GPR160	ortholog_one2one
GLRX5P2		
TSTD1	TSTD1	ortholog_one2one
RNU4-38P	U4	ortholog_one2one
KMT5AP3		
LRRIQ4	LRRIQ4	ortholog_one2one
USF1	USF1	ortholog_one2one
TEX264		
SP3	SP3	ortholog_one2one
		
RNA5SP132		
GRM2	GRM2	ortholog_one2one
IQCF6	IQCF6	ortholog_one2one
ARHGAP30	ARHGAP30	ortholog_one2one
IQCF3		ortholog_one2many
HDLBP	HDLBP	ortholog_one2one
		
NCBP2	NCBP2	ortholog_one2one
NCBP2-AS1		
NCBP2AS2		
PIGZ	PIGZ	ortholog_one2one
NECTIN4	NECTIN4	ortholog_one2one
		
MELTF	MELTF	ortholog_one2one
NECTIN4-AS1		
KLHDC9	KLHDC9	ortholog_one2one
PFDN2	PFDN2	ortholog_one2one
NIT1	NIT1	ortholog_one2one
RPSAP69		
RYBP	RYBP	ortholog_one2one
TSC22D2	TSC22D2	ortholog_one2one
COL6A6	COL6A6	ortholog_one2one
DEDD	DEDD	ortholog_one2one
		
		
KRBOX1		
		
CTSE	CTSE	ortholog_one2one
ZNF662	ZNF662	ortholog_one2one
KRBOX1-AS1		
		
		
		
SNRK	SNRK	ortholog_one2one
COQ8A	COQ8A	ortholog_one2one
RN7SL517P	Metazoa_SRP	ortholog_one2one
SNRK-AS1		
Y_RNA	Y_RNA	ortholog_one2one
		
GASK1A	GASK1A	ortholog_one2one
POMGNT2	POMGNT2	ortholog_one2one
HRH1	HRH1	ortholog_one2one
		
CHCHD4P4		
EIF1P2		
ATG7	ATG7	ortholog_one2one
AKIRIN1	AKIRIN1	ortholog_one2one
NDUFS5		ortholog_one2many
NDUFS5		ortholog_one2many
NDUFS5		ortholog_one2many
RNU6-608P	U6	ortholog_one2one
RNA5SP44		
		
		
HSPE1P8		
	PSEN2	ortholog_one2many
		
		
		
LRIF1	LRIF1	ortholog_one2one
IKZF2	IKZF2	ortholog_one2one
		
CCNT2P1		
RNA5SP54		
		
		
DENND2D	DENND2D	ortholog_one2one
		
		
		
VGLL4	VGLL4	ortholog_one2one
CHI3L2	CHI3L2	ortholog_one2one
PTH2R	PTH2R	ortholog_one2one
UGT1A3		
CHIAP1		
TRIB2	TRIB2	ortholog_one2one
CHIAP2		
UGT1A8		
DRAM2		
		
		
UGT1A5		
RAF1	RAF1	ortholog_one2one
ATP8B2	ATP8B2	ortholog_one2one
OR6B2	OR6B2	ortholog_one2one
ASTL	ASTL	ortholog_one2one
UGT1A7		
RNU7-57P	U7	ortholog_one2one
		
RPSAP17		
IL6R-AS1		
IL6R	IL6R	ortholog_one2one
RAB6D		
DYSF	DYSF	ortholog_one2one
PSMD8P1		
SHE	SHE	ortholog_one2one
		
		
PLA2G2C	PLA2G2C	ortholog_one2one
UBXN10	UBXN10	ortholog_one2one
LINC01757		
		
SDHC		
		
ARNT	ARNT	ortholog_one2one
RNU6-1309P	U6	ortholog_one2one
RPS27AP6		
CYCSP51		
THRB-AS1		
PARP1	PARP1	ortholog_one2one
		
EIF3KP2		
RN7SL216P	Metazoa_SRP	ortholog_one2one
RNA5SP125		
CFL1P7		
RNA5SP126		
H3P10		
RARB	RARB	ortholog_one2one
NDUFS2		ortholog_one2many
NDUFS2	NDUFS2	ortholog_one2many
NXPE3		
		
NFKBIZ	NXPE3	ortholog_one2one
		
LINC02085		
Y_RNA	Y_RNA	ortholog_one2one
		
TRMT10C	TRMT10C	ortholog_one2one
ZBTB11	ZBTB11	ortholog_one2one
DNAJC19	DNAJC19	ortholog_one2one
		
RNU6-4P		
FAUP2		
ATP13A3	ATP13A3	ortholog_one2one
		
		
CDHR4		
MPTX1		
OR10J2P		
OR10J7P		
INKA1	INKA1	ortholog_one2one
OR10J8P		
UBA7	UBA7	ortholog_one2one
OR10J9P		
		
PRDX1	PRDX1	ortholog_one2one
HMGB1P48		
		
		
MIR5193		
NASP	NASP	ortholog_one2one
TRAIP	TRAIP	ortholog_one2one
CAMKV	CAMKV	ortholog_one2one
RN7SL217P	Metazoa_SRP	ortholog_one2one
ACTL11P		
MST1R	MST1R	ortholog_one2one
		
		
CCDC17	GPBP1L1	ortholog_one2one
		
		
MON1A	MON1A	ortholog_one2one
GPBP1L1		
RBM6	RBM6	ortholog_one2one
RPS15AP10		
		
TMEM69		ortholog_one2many
TMEM69		ortholog_one2many
		
SLC39A1	SLC39A1	ortholog_one2one
CR1	CR1	ortholog_one2one
IGKV1-6		
IGKV3-7		
IGKV1-8		
IGKV1-9		
IGKV2-10		
IGKV3-11		
IGKV1-12		
IGKV1-13		
IGKV2-14		
IGKV3-15		
IGKV1-16		
IGKV1-17		
IGKV2-18		
IGKV2-19		
IGKV3-20		
IGKV6-21		ortholog_one2many
IGKV1-22		
IGKV2-23		
IGKV2-24		ortholog_many2many
IGKV2-24		ortholog_many2many
IGKV3-25		
IGKV2-26		
		
IGKV1-27		
IGKV2-28		ortholog_one2many
IGKV2-29		
IGKV2-30		ortholog_many2many
IGKV2-30		ortholog_many2many
IGKV3-31		
IGKV1-32		
IGKV1-33		ortholog_one2many
IGKV3-34		
IGKV1-35		
IGKV2-36		
IGKV1-37		
IGKV2-38		
IGKV1-39		
IGKV2-40		ortholog_one2many
		
		
5S_rRNA		
		
		
		
IGKV2D-40		ortholog_one2many
IGKV1D-39		
IGKV2D-38		
IGKV1D-37		
RBM5	RBM5	ortholog_one2one
GUK1	GUK1	ortholog_one2one
IGKV2D-36		
IGKV1D-35		
IGKV3D-34		
IGKV1D-33		ortholog_one2many
IGKV1D-32		
IGKV3D-31		
IGKV2D-30		ortholog_many2many
IGKV2D-30		ortholog_many2many
IGKV2D-29		ortholog_one2one
IGKV2D-28		ortholog_one2many
IGKV1D-27		
IGKV2D-26		
IGKV3D-25		
IGKV2D-24		ortholog_many2many
IGKV2D-24		ortholog_many2many
IGKV2D-23		
IGKV1D-22		
IGKV6D-21		ortholog_one2many
IGKV3D-20		
IGKV2D-19		
IGKV2D-18		
IGKV6D-41	IGKV6D-41	ortholog_one2one
IGKV1D-17		
IGKV1D-16		
IGKV3D-15		
IGKV2D-14		
IGKV1D-13		
IGKV1D-12		
IGKV3D-11		
IGKV2D-10		
IGKV1D-42		ortholog_one2one
IGKV1D-43		
IGKV1D-8		
IGKV3D-7		
		
IGKV1OR2-118		
		
		
M1AP	M1AP	ortholog_one2one
CNTNAP5	CNTNAP5	ortholog_one2one
RBM5-AS1		
SEMA3F-AS1		
		
CD86	CD86	ortholog_one2one
NBEAL1	NBEAL1	ortholog_one2one
		
CASR	CASR	ortholog_one2one
METTL8	METTL8	ortholog_one2one
HNRNPA1P23		
CSTA	CSTA	ortholog_one2one
MIX23	MIX23	ortholog_one2one
FAM162A	FAM162A	ortholog_one2one
PPP1R1C	PPP1R1C	ortholog_one2one
WDR5B	WDR5B	ortholog_one2one
		
KPNA1	KPNA1	ortholog_one2one
ASPRV1	ASPRV1	ortholog_one2one
SULT1C3	SULT1C3	ortholog_one2one
IL37	IL37	ortholog_one2one
MAP3K2	MAP3K2	ortholog_one2one
		
		
PARP9	PARP9	ortholog_one2one
RABL2A	RABL2B	ortholog_many2many
RABL2A		ortholog_many2many
SERBP1	SERBP1	ortholog_one2one
DTX3L	DTX3L	ortholog_one2one
PARP15	PARP15	ortholog_one2one
EIF4BP8		
RNU6-670P	U6	ortholog_one2one
EMC3	EMC3	ortholog_one2one
RUFY4	RUFY4	ortholog_one2one
RFX5	RFX5	ortholog_one2one
SRPRB	SRPRB	ortholog_one2one
NCOA1	NCOA1	ortholog_one2one
WWP1P1		
ST3GAL6-AS1		
PDLIM1P4		
DCBLD2	DCBLD2	ortholog_one2one
RNU6-26P		
RNU6-1263P	U6	ortholog_one2one
ST3GAL6	ST3GAL6	ortholog_one2one
GTDC1	GTDC1	ortholog_one2one
MIER1	MIER1	ortholog_one2one
RN7SL145P	Metazoa_SRP	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
FYCO1	FYCO1	ortholog_one2one
RNU6-882P	U6	ortholog_one2one
TTLL3		ortholog_one2many
MAP2	MAP2	ortholog_one2one
SLC45A1	SLC45A1	ortholog_one2one
KIF17	DDOST	ortholog_one2one
ZNF669		ortholog_one2many
ZNF669		ortholog_one2many
ZNF669		ortholog_one2many
ZNF669		ortholog_one2many
ZNF669		ortholog_one2many
ZNF669		ortholog_one2many
ZNF669		ortholog_one2many
TOR1AIP2	TOR1AIP2	ortholog_one2one
PDCL3P4		
MICOS10P3		
RNU6-342P	U6	ortholog_one2one
		
RPS20P15		
		
RNU1-96P	U1	ortholog_one2one
NEK10	NEK10	ortholog_one2one
UCHL5	UCHL5	ortholog_one2one
C2orf81		ortholog_one2many
FAM126B	FAM126B	ortholog_one2one
FAIM	FAIM	ortholog_one2one
MAGI1	MAGI1	ortholog_one2one
		
PROC	PROC	ortholog_one2one
MIR4783		
IWS1	IWS1	ortholog_one2one
LIMS2	LIMS2	ortholog_one2one
SMIM1	SMIM1	ortholog_one2one
CD200R1L	CD200R1L	ortholog_one2one
RNF19B	RNF19B	ortholog_one2one
SSUH2	SSUH2	ortholog_one2one
GMEB1	GMEB1	ortholog_one2one
CC2D1B	CC2D1B	ortholog_one2one
TAMM41	TAMM41	ortholog_one2one
ROPN1	ROPN1	ortholog_one2one
DAB1	DAB1	ortholog_one2one
SLC4A7	SLC4A7	ortholog_one2one
LRRC8B	LRRC8B	ortholog_one2one
BTBD8	BTBD8	ortholog_one2one
ZC3H11A	ZC3H11A	ortholog_one2one
GPR17	GPR17	ortholog_one2one
ALMS1	ALMS1	ortholog_one2one
HDAC4	HDAC4	ortholog_one2one
RGS13	RGS13	ortholog_one2one
CAP1		
SCN1A	SCN1A	ortholog_one2one
ACOT7	ACOT7	ortholog_one2one
TOR1AIP1	TOR1AIP1	ortholog_one2one
SPEGNB	SPEGNB	ortholog_one2one
		
		
SNRPEP5		
ID2	ID2	ortholog_one2one
MBOAT2	MBOAT2	ortholog_one2one
HSPB11	HSPB11	ortholog_one2one
HMGB1P25		
KCNE4	KCNE4	ortholog_one2one
KIDINS220	KIDINS220	ortholog_one2one
SDF4	SDF4	ortholog_one2one
EPHB2	EPHB2	ortholog_one2one
CFAP20DC	CFAP20DC	ortholog_one2one
CFAP92	CFAP92	ortholog_one2one
TMCO1	TMCO1	ortholog_one2one
DCLK3	DCLK3	ortholog_one2one
CCR5	CCR5	ortholog_one2one
SETMAR	SETMAR	ortholog_one2one
IQCJ-SCHIP1	SCHIP1	ortholog_one2many
NBPF3		ortholog_one2many
NBPF3		ortholog_one2many
NBPF3		ortholog_one2many
NBPF3		ortholog_one2many
DPPA4	DPPA4	ortholog_one2one
CDK11B		ortholog_one2many
TCTA	TCTA	ortholog_one2one
PFN2		ortholog_one2many
PFN2		ortholog_one2many
DNAJB8		
KCNMB3	KCNMB3	ortholog_one2one
		
		
		
		
		
		
		
RPL32P3		
YIPF4	YIPF4	ortholog_one2one
		
		
		
		
RPL23AP49		
		
		
		
BIRC6	BIRC6	ortholog_one2one
		
		
		
		
		
		
LINC00887		
		
ALDH1L1-AS2		
		
DUBR		
		
ADAMTS9-AS2		
		
P3H2-AS1		
		
		
		
		
		
BIRC6-AS1		
		
		
MIR558		
		
BIRC6-AS2		
		
TTC27	TTC27	ortholog_one2one
INHCAP		
MIR4765		
		
LINC00486		
ERICH6-AS1		
		
		
		
		
ANKRD18DP		
ATG16L1	ATG16L1	ortholog_one2one
		
		
		
LINC00885		
LINC01214		
LINC02038		
FAM86JP		
		
		
ZKSCAN7-AS1		
NECTIN3-AS1		
ALG1L		
KIF9-AS1		
AADACP1		
ACOT11	ACOT11	ortholog_one2one
LINC02037		
NUDT16L2P		
		
		
		
LRRC77P		
AKR1A1	AKR1A1	ortholog_one2one
FAM86DP		
KCNT2	KCNT2	ortholog_one2one
		
LINC00884		
SCARNA5		
SCARNA6		
SAG	SAG	ortholog_one2one
		
		
		
		
		
MBNL1-AS1		
		
ENTPD3-AS1		
ITGA9-AS1		
		
DGKD	DGKD	ortholog_one2one
		
		
LINC00960		
		
		
		
		
		
NCK1-DT		
MELTF-AS1		
		
		
		
EIF1B-AS1		
		
		
LINC02158		
		
CCR5AS		
		
		
LINC01063		
SLC66A1L		
TMCC1-DT		
CTSK		
TIPARP-AS1		
		
SEMA3B-AS1		
WDR5B-DT		
LINC00888		
Y_RNA	Y_RNA	ortholog_one2one
EMC3-AS1		
USP40	USP40	ortholog_one2one
EPB41	EPB41	ortholog_one2one
		
THUMPD3-AS1		
		
		
		
		
		
		
		
		
		
		
		
CIDECP1		
		
		
		
		
		
		
SOX2-OT		
NEB		
		
		
		
		
		
		
		
		
		
		
ITPR1-DT		
LINC00877		
LINC02027		
FGD5-AS1		
MYLK-AS1		
LINC01322		
		
LINC00881		
FAM86HP		
ARHGEF26-AS1		
COPB2-DT		
TMEM44-AS1		
EEF1GP4		
PSMC1P7		
SPTSSB		
LINC02067		
		
RPL23AP42		
OTOL1	OTOL1	ortholog_one2one
MOGS	MOGS	ortholog_one2one
		
IL1R2	IL1R2	ortholog_one2one
WDR12	WDR12	ortholog_one2one
HSPD1P14		
HMGB4	HMGB4	ortholog_one2one
CSMD2-AS1		
		
		
PSMA2P3		
DAZAP2P1		
SUMO1	SUMO1	ortholog_one2one
		
		
		
AK2	AK2	ortholog_one2one
RPL39P14		
NOP58	NOP58	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2one
AZIN2	AZIN2	ortholog_one2one
SNORD70	SNORD70	ortholog_one2one
SNORD70B	SNORD70B	ortholog_one2one
SNORD11B	SNORD11B	ortholog_one2one
SNORD11	SNORD11	ortholog_one2one
		
RN7SL753P		
PIMREGP1		
		
RN7SL40P	Metazoa_SRP	ortholog_one2one
		
BMPR2	BMPR2	ortholog_one2one
		
TRIM62	TRIM62	ortholog_one2one
		
		
		
FAM133FP		
H3P8		
RPL13AP12		
ZNF847P		
SNAP47-AS1		
MTCO1P17		
PRSS38	PRSS38	ortholog_one2one
MTCO2P17		
MTATP6P17		
MTCO3P17		
MTND3P17		
CTSS	CTSS	ortholog_one2one
MTND4LP17		
MTND4P30		
MTCO1P54		
FAM117B	FAM117B	ortholog_one2one
		
		
EML6-AS1		
		
RNU7-81P	U7	ortholog_one2one
TTC39DP		
ZNF512	ZNF512	ortholog_one2one
		
LIN9	LIN9	ortholog_one2one
CCDC121	CCDC121	ortholog_one2one
GPN1	GPN1	ortholog_one2one
PRAMEF28P		
PRAMEF27		ortholog_many2many
PRAMEF27		ortholog_many2many
PRAMEF25		ortholog_many2many
PRAMEF25		ortholog_many2many
		ortholog_one2one
PRAMEF34P		
SUPT7L	SUPT7L	ortholog_one2one
PRAMEF35P		
HNRNPCL2		ortholog_one2many
PRAMEF36P		
		
HNRNPCL4		ortholog_one2many
RBMXL1	RBMXL1	ortholog_one2one
GBP3	GBP3	ortholog_one2one
SLC4A1AP	SLC4A1AP	ortholog_one2one
C2orf16	C13H2orf16	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
		
GBP1		
		
SLC20A1	SLC20A1	ortholog_one2one
PTGES3P1		
GBP2		
RN7SL210P	Metazoa_SRP	ortholog_one2many
ADRA2B	ADRA2B	ortholog_one2one
GPAT2		ortholog_one2many
GPAT2	GPAT2	ortholog_one2many
		
GBP7	GBP7	ortholog_one2one
GBP4		
AHDC1	AHDC1	ortholog_one2one
FGR	FGR	ortholog_one2one
CDKL4		
MAP4K3	MAP4K3	ortholog_one2one
		
LINC02574		
IFI6	IFI6	ortholog_one2one
HNRNPCL3		ortholog_one2many
		
		
IFI44L	IFI44L	ortholog_one2one
CYB561D1	CYB561D1	ortholog_one2one
AMIGO1	AMIGO1	ortholog_one2one
		
		
		
GNAI3	GNAI3	ortholog_one2one
AQP12A		ortholog_one2many
PKP4	PKP4	ortholog_one2one
RNU6V		
		
MIR197		
		
RPL7P8		
GNAT2	GNAT2	ortholog_one2one
		
PTGS2	PTGS2	ortholog_one2one
PACERR		
DDAH1	DDAH1	ortholog_one2one
IMMT	IMMT	ortholog_one2one
		
SLC16A1	SLC16A1	ortholog_one2one
AKR7A2P1		
		
NGF	NGF	ortholog_one2one
		
		
		
LINC02593		
NOC2L	NOC2L	ortholog_one2one
PLEKHN1	PLEKHN1	ortholog_one2one
PERM1	PERM1	ortholog_one2one
		
HES4	HES4	ortholog_one2one
ISG15	ISG15	ortholog_one2one
		
		
AGRN	AGRN	ortholog_one2one
ROCK2	ROCK2	ortholog_one2one
ACTR2	ACTR2	ortholog_one2one
CLK1	CLK1	ortholog_one2one
		
		ortholog_one2many
CDCP2	CDCP2	ortholog_one2one
		
MRPL37	MRPL37	ortholog_one2one
SSBP3-AS1		
		
		
		
LINC02784		
		
HNRNPA1P63		
SSBP3	SSBP3	ortholog_one2one
CAB39	CAB39	ortholog_one2one
XIRP2	XIRP2	ortholog_one2one
SERPINC1	SERPINC1	ortholog_one2one
LINC01737		
		
COG2	COG2	ortholog_one2one
ATF2	ATF2	ortholog_one2one
		
CAPN9	CAPN9	ortholog_one2one
RNA5SP79		
		
C1orf198	C1H1orf198	ortholog_one2one
		
		
		
RN7SL837P	Metazoa_SRP	ortholog_one2one
AGT	AGT	ortholog_one2one
IFI44	IFI44	ortholog_one2one
TDRD10	TDRD10	ortholog_one2one
UBE2Q1	UBE2Q1	ortholog_one2one
UBE2Q1-AS1		
CHRNB2	CHRNB2	ortholog_one2one
		
		
ADAR	ADAR	ortholog_one2one
NIF3L1	NIF3L1	ortholog_one2one
MSH6	MSH6	ortholog_one2one
CYP20A1	CYP20A1	ortholog_one2one
ATPAF1	ATPAF1	ortholog_one2one
NENFP1		
TEX38	TEX38	ortholog_one2one
FSIP2	FSIP2	ortholog_one2one
EFCAB14-AS1		
EFCAB14		ortholog_one2many
EFCAB14		ortholog_one2many
RTN4	RTN4	ortholog_one2one
		
PSEN2	PSEN2	ortholog_one2many
Y_RNA	Y_RNA	ortholog_one2one
FCRLA	FCRLA	ortholog_one2one
FCRLB	FCRLB	ortholog_one2one
RN7SL466P	Metazoa_SRP	ortholog_one2one
DUSP12		
		
		
TRAF5	TRAF5	ortholog_one2one
NCKAP5	NCKAP5	ortholog_one2one
SNX25P1		
ARPC3P2		
		
SLC30A1	SLC30A1	ortholog_one2one
		
		
LINC01693		
FAM171B	FAM171B	ortholog_one2one
FDPSP8		
RD3	RD3	ortholog_one2one
THAP4	THAP4	ortholog_one2one
ATF6	ATF6	ortholog_one2one
POTEE		
AFTPH	AFTPH	ortholog_one2one
ACADM	ACADM	ortholog_one2one
PMS1	PMS1	ortholog_one2one
DLSTP1		
RABGGTB	RABGGTB	ortholog_one2one
EIF2B4	EIF2B4	ortholog_one2one
SNORD45C	SNORD45C	ortholog_one2one
SNORD45A	SNORD45A	ortholog_one2one
SNORD45B	SNORD45B	ortholog_one2one
MSH4	MSH4	ortholog_one2one
DENND1B	DENND1B	ortholog_one2one
ANKRD36		ortholog_one2many
Y_RNA	Y_RNA	ortholog_one2one
EEF1A1P32		
		
FAM204BP		
		
CRB1	CRB1	ortholog_one2one
ITSN2	ITSN2	ortholog_one2one
MPL	MPL	ortholog_one2one
		
CDC20	CDC20	ortholog_one2one
ELOVL1		
CFLAR	CFLAR	ortholog_one2one
MIR6734		
MED8	MED8	ortholog_one2one
MED8-AS1		
AMPD2	AMPD2	ortholog_one2one
RBMS1	RBMS1	ortholog_one2one
ASPM	ASPM	ortholog_one2one
BAZ2B	BAZ2B	ortholog_one2one
FCF1P7		
MIR4677	MIR4677	ortholog_one2one
		
FABP7P1		
		
AKT3-IT1		
AKT3	AKT3	ortholog_one2one
INSIG2	INSIG2	ortholog_one2one
THSD7B	THSD7B	ortholog_one2one
CASP8	CASP8	ortholog_one2one
C1orf174	C1H1orf174	ortholog_one2one
KCNH7	KCNH7	ortholog_one2one
		
IQGAP3	IQGAP3	ortholog_one2one
SELENOI		
CBWD2		
NAXE	NAXE	ortholog_one2one
GPATCH4	GPATCH4	ortholog_one2one
		
HAPLN2	HAPLN2	ortholog_one2one
DBI	DBI	ortholog_one2one
BCAN-AS1		
BCAN	BCAN	ortholog_one2one
SPAG16	SPAG16	ortholog_one2one
		
		
NES	NES	ortholog_one2one
		
		
CRABP2	CRABP2	ortholog_one2one
		
ISG20L2	ISG20L2	ortholog_one2one
CPS1	CPS1	ortholog_one2one
METTL25B	METTL25B	ortholog_one2one
MRPL24	MRPL24	ortholog_one2one
HDGF	HDGF	ortholog_one2one
PRCC	PRCC	ortholog_one2one
		
SH2D2A	SH2D2A	ortholog_one2one
MIR4421		
MIR6500		
Y_RNA	Y_RNA	ortholog_one2one
CFL1P2		
LINC01562		
RNF11		
		
		
TTC39A-AS1		
EPS15	EPS15	ortholog_one2one
		
RNU6-877P	U6	ortholog_one2one
		
RNU6-1281P	U6	ortholog_one2one
CICP3		
RNU6-1199P	U6	ortholog_one2many
		
LINC01409		
		
		
FAM87B		
LINC00115		
		
FAM41C		
TUBB8P11		
		
		
RNF223	RNF223	ortholog_one2one
C1orf159	C1H1orf159	ortholog_one2one
		
LINC01342		
MIR200B		
MIR200A	mml-mir-200a	ortholog_one2one
MIR429		
		
TTLL10-AS1		
TTC39A	TTC39A	ortholog_one2one
CCT7	CCT7	ortholog_one2one
EFHD1	EFHD1	ortholog_one2one
POTEI		
MERTK	MERTK	ortholog_one2one
RN7SL653P	Metazoa_SRP	ortholog_one2one
SAMD11	SAMD11	ortholog_one2one
MFSD14A		
		
SASS6	SASS6	ortholog_one2one
FOXN2	FOXN2	ortholog_one2one
		
LRRC39	LRRC39	ortholog_one2one
CALM2		
DBT	DBT	ortholog_one2one
RPL23AP90		
BRI3P1		
		
		
RTCA	RTCA	ortholog_one2one
MIR553	mml-mir-553	ortholog_one2one
BRDT	BRDT	ortholog_one2one
KCNK3	KCNK3	ortholog_one2one
NRXN1	NRXN1	ortholog_one2one
KHDRBS1	KHDRBS1	ortholog_one2one
		
TMEM39B	TMEM39B	ortholog_one2one
GTF3C2	GTF3C2	ortholog_one2one
MIR5585		
Metazoa_SRP	Metazoa_SRP	ortholog_one2one
KPNA6	KPNA6	ortholog_one2one
CCDC28B	CCDC28B	ortholog_one2one
CCDC88A	CCDC88A	ortholog_one2one
LINC01160		
DDX20	DDX20	ortholog_one2one
RPL5	RPL5	ortholog_one2one
DIPK1A	DIPK1A	ortholog_one2one
SNORD21	SNORD21	ortholog_one2one
SNORA66	SNORA66	ortholog_one2one
		ortholog_one2one
		
RNU6-970P	U6	ortholog_one2one
RN7SL692P	Metazoa_SRP	ortholog_one2one
		
RNU6-210P	U6	ortholog_one2one
RN7SKP123		
Y_RNA	Y_RNA	ortholog_one2one
MTF2	MTF2	ortholog_one2one
		
SH2D5	SH2D5	ortholog_one2one
		
RNU7-200P	U7	ortholog_one2one
MIR1256		
RPS15AP6		
		
HSPE1P27		
		
ECE1	ECE1	ortholog_one2one
		
ECE1-AS1		
SUSD4	SUSD4	ortholog_one2one
